facility_id,facility_name,facility_address,city,county,state,state_code,zip,phone,hosp_type,hosp_ownership,emergency_unit,ehr_interoperability,hosp_rating
254012,OCEANS BEHAVIORAL HOSPITAL- BILOXI,"180 DEBUYS ROAD, BUILDING C",BILOXI,HARRISON,MISSISSIPPI,MS,39531,(228) 388-0600,PSYCHIATRIC,PROPRIETARY,N,N,3
260001,MERCY HOSPITAL JOPLIN,100 MERCY WAY,JOPLIN,JASPER,MISSOURI,MO,64804,(417) 781-2727,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,3
260004,COOPER COUNTY COMMUNITY HOSPITAL,17651 B HWY,BOONVILLE,COOPER,MISSOURI,MO,65233,(660) 882-7461,ACUTE CARE HOSPITALS,PROPRIETARY,Y,N,3
260005,SSM ST JOSEPH HEALTH CENTER,300 1ST CAPITOL DR,SAINT CHARLES,SAINT CHARLES,MISSOURI,MO,63301,(636) 947-5000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
260006,MOSAIC LIFE CARE AT ST JOSEPH,5325 FARAON STREET,SAINT JOSEPH,BUCHANAN,MISSOURI,MO,64506,(816) 271-6000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
260009,BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,SEDALIA,PETTIS,MISSOURI,MO,65301,(660) 826-8833,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
260011,SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY,2505 MISSION DRIVE,JEFFERSON CITY,COLE,MISSOURI,MO,65109,(573) 681-3000,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,3
260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 W 10TH ST,ROLLA,PHELPS,MISSOURI,MO,65401,(573) 458-8899,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
260020,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,SAINT LOUIS,MISSOURI,MO,63141,(314) 251-6000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
260022,NORTHEAST REGIONAL MEDICAL CENTER,315 S OSTEOPATHY,KIRKSVILLE,ADAIR,MISSOURI,MO,63501,(660) 785-1000,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,4
260023,MERCY HOSPITAL JEFFERSON,1400 US HIGHWAY 61,CRYSTAL CITY,JEFFERSON,MISSOURI,MO,63019,(636) 933-1000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
260024,TEXAS COUNTY MEMORIAL HOSPITAL,1333 SAM HOUSTON BOULEVARD,HOUSTON,TEXAS,MISSOURI,MO,65483,(417) 967-1236,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,1
260025,HANNIBAL REGIONAL HOSPITAL,6000 HOSPITAL DR,HANNIBAL,MARION,MISSOURI,MO,63401,(573) 248-1300,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,2
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,JACKSON,MISSOURI,MO,64132,(816) 276-4000,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,2
26002F,GENERAL LEONARD WOOD ACH (FT LEONARD WOOD),126 MISSOURI AVENUE,FORT LEONARD WOOD,PULASKI,MISSOURI,MO,65473,(573) 596-0035,ACUTE CARE - DEPARTMENT OF DEFENSE,DEPARTMENT OF DEFENSE,Y,N,3
260032,BARNES JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,SAINT LOUIS CITY,MISSOURI,MO,63110,(314) 747-3000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,3
260034,BATES COUNTY MEMORIAL HOSPITAL,615 W NURSERY ST,BUTLER,BATES,MISSOURI,MO,64730,(660) 200-7000,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
260040,COX MEDICAL CENTERS,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,GREENE,MISSOURI,MO,65802,(417) 269-6000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,1
260047,CAPITAL REGION MEDICAL CENTER,1125 MADISON ST,JEFFERSON CITY,COLE,MISSOURI,MO,65101,(573) 632-5000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,N,4
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,JACKSON,MISSOURI,MO,64108,(816) 404-1000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
260050,SSM HEALTH ST. FRANCIS HOSPITAL- MARYVILLE,2016 SOUTH MAIN ST,MARYVILLE,NODAWAY,MISSOURI,MO,64468,(660) 562-2600,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,3
260052,MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,WASHINGTON,FRANKLIN,MISSOURI,MO,63090,(636) 239-8000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
260057,CAMERON REGIONAL MEDICAL CENTER,1600 E EVERGREEN,CAMERON,CLINTON,MISSOURI,MO,64429,(816) 632-2101,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
260059,MERCY HOSPITAL LEBANON,100 HOSPITAL DRIVE,LEBANON,LACLEDE,MISSOURI,MO,65536,(417) 533-6100,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
260061,NEVADA REGIONAL MEDICAL CENTER,800 S ASH ST,NEVADA,VERNON,MISSOURI,MO,64772,(417) 667-3355,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,N,4
260062,SAINT LUKES NORTH HOSPITAL,5830 N W BARRY ROAD,KANSAS CITY,PLATTE,MISSOURI,MO,64154,(816) 891-6000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
260064,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,620 E MONROE,MEXICO,AUDRAIN,MISSOURI,MO,65265,(573) 582-5000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
260065,MERCY HOSPITAL SPRINGFIELD,1235 E CHEROKEE,SPRINGFIELD,GREENE,MISSOURI,MO,65802,(417) 829-4323,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,BOONE,MISSOURI,MO,65201,(573) 815-8000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,5
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,PEMISCOT,MISSOURI,MO,63851,(573) 359-1372,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,N,2
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,RANDOLPH,MISSOURI,MO,65270,(660) 263-8400,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,3
260077,MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,SAINT LOUIS,MISSOURI,MO,63128,(314) 525-1000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
260078,OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,HOWELL,MISSOURI,MO,65775,(417) 256-9111,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,N,3
260081,SSM ST CLARE HEALTH CENTER,1015 BOWLES,FENTON,SAINT LOUIS,MISSOURI,MO,63026,(636) 496-2000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,JACKSON,MISSOURI,MO,64114,(816) 942-4400,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,5
260091,SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,6420 CLAYTON RD,SAINT LOUIS,SAINT LOUIS,MISSOURI,MO,63117,(314) 768-8000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
260094,COX MEDICAL CENTER BRANSON,"525 BRANSON LANDING BLVD, PO BOX 650",BRANSON,TANEY,MISSOURI,MO,65615,(417) 335-7000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,JACKSON,MISSOURI,MO,64057,(816) 698-7000,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,3
260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,CLAY,MISSOURI,MO,64116,(816) 691-2000,ACUTE CARE HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
260097,WESTERN MISSOURI MEDICAL CENTER,403 BURKARTH ROAD,WARRENSBURG,JOHNSON,MISSOURI,MO,64093,(660) 747-2500,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,4
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,JACKSON,MISSOURI,MO,64139,(816) 404-7000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
260104,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,12303 DEPAUL DRIVE,BRIDGETON,SAINT LOUIS,MISSOURI,MO,63044,(314) 344-6000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,2
260105,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,SAINT LOUIS,SAINT LOUIS CITY,MISSOURI,MO,63110,(314) 577-8000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,1
260108,MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,SAINT LOUIS,SAINT LOUIS,MISSOURI,MO,63131,(314) 996-5000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
260110,SOUTHEASTHEALTH,1701 LACEY ST,CAPE GIRARDEAU,CAPE GIRARDEAU,MISSOURI,MO,63701,(573) 334-4822,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
260113,MISSOURI DELTA MEDICAL CENTER,1008 NORTH MAIN ST,SIKESTON,SCOTT,MISSOURI,MO,63801,(573) 472-7586,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,4
260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,3100 OAK GROVE ROAD,POPLAR BLUFF,BUTLER,MISSOURI,MO,63901,(573) 686-5313,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,1
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,JASPER,MISSOURI,MO,64804,(417) 347-1111,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
260138,ST LUKES HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,JACKSON,MISSOURI,MO,64111,(816) 932-2000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
260141,UNIVERSITY OF MISSOURI HEALTH CARE,ONE HOSPITAL DRIVE,COLUMBIA,BOONE,MISSOURI,MO,65201,(573) 882-4141,ACUTE CARE HOSPITALS,GOVERNMENT - STATE,Y,Y,3
260142,FITZGIBBON MEMORIAL HOSPITAL,2305 S 65 HIGHWAY,MARSHALL,SALINE,MISSOURI,MO,65340,(660) 886-7431,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
260160,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,1200 N ONE MILE RD,DEXTER,STODDARD,MISSOURI,MO,63841,(573) 624-5566,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
260162,BARNES-JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COUER,SAINT LOUIS,MISSOURI,MO,63141,(314) 996-8000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
260163,PARKLAND HEALTH CENTER,1101 W LIBERTY,FARMINGTON,SAINT FRANCOIS,MISSOURI,MO,63640,(573) 756-6451,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,CLINTON,HENRY,MISSOURI,MO,64735,(660) 885-5511,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,4
260176,ST LUKE'S DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,ST LOUIS,SAINT LOUIS,MISSOURI,MO,63122,(314) 966-9100,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,2
260177,NEW LIBERTY HOSPITAL DISTRICT,2525 GLENN HENDREN DR,LIBERTY,CLAY,MISSOURI,MO,64068,(816) 781-7200,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
260179,ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,SAINT LOUIS,MISSOURI,MO,63017,(314) 434-1500,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
260180,CHRISTIAN HOSPITAL NORTHEAST,11133 DUNN ROAD,SAINT LOUIS,SAINT LOUIS,MISSOURI,MO,63136,(314) 653-5000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
260183,SAINT FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,CAPE GIRARDEAU,CAPE GIRARDEAU,MISSOURI,MO,63703,(573) 331-3000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,CAMDEN,MISSOURI,MO,65065,(573) 348-8000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,3
260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,JACKSON,MISSOURI,MO,64063,(816) 508-4180,ACUTE CARE HOSPITALS,PROPRIETARY,Y,Y,4
260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,SAINT CHARLES,MISSOURI,MO,63376,(636) 916-9000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,4
260193,ST MARYS MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,JACKSON,MISSOURI,MO,64014,(816) 655-5416,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,POLK,MISSOURI,MO,65613,(417) 326-6000,ACUTE CARE HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,N,Y,3
260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,SAINT CHARLES,MISSOURI,MO,63367,(636) 625-5200,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,4
260209,FULTON MEDICAL CENTER LLC,10 SOUTH HOSPITAL DRIVE,FULTON,CALLAWAY,MISSOURI,MO,65251,(573) 642-3376,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,N,3
260210,ST ALEXIUS HOSPITAL,3933 S BROADWAY,SAINT LOUIS,SAINT LOUIS CITY,MISSOURI,MO,63118,(314) 865-7000,ACUTE CARE HOSPITALS,PROPRIETARY,Y,N,3
260214,BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,CASS,MISSOURI,MO,64012,(816) 348-1200,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
260216,SAINT LUKE'S EAST  HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,JACKSON,MISSOURI,MO,64086,(816) 347-5000,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
260219,PROGRESS WEST HOSPITAL,2 PROGRESS POINT PKWY,OFALLON,SAINT CHARLES,MISSOURI,MO,63368,(636) 344-2273,ACUTE CARE HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
261301,ELLETT MEMORIAL HOSPITAL,610 N OHIO AVE,APPLETON CITY,SAINT CLAIR,MISSOURI,MO,64724,(660) 476-2111,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,N,3
261302,MADISON MEDICAL CENTER,611 W MAIN ST,FREDERICKTOWN,MADISON,MISSOURI,MO,63645,(573) 781-3341,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - OTHER,Y,Y,3
261303,COMMUNITY HOSPITAL ASSOCIATION,"26136 US HIGHWAY 59, PO BOX 107",FAIRFAX,ATCHISON,MISSOURI,MO,64446,(660) 686-2111,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
261305,PUTNAM COUNTY MEMORIAL HOSPITAL,"1926 OAK STREET,  PO BOX 389",UNIONVILLE,PUTNAM,MISSOURI,MO,63565,(660) 947-2411,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,N,3
261306,SULLIVAN COUNTY MEMORIAL HOSPITAL,630 WEST THIRD STREET,MILAN,SULLIVAN,MISSOURI,MO,63556,(660) 265-4212,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,N,3
261307,PERSHING MEMORIAL HOSPITAL,130 EAST LOCKLING,BROOKFIELD,LINN,MISSOURI,MO,64628,(660) 258-2222,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
261308,WASHINGTON COUNTY MEMORIAL HOSPITAL,300 HEALTH WAY,POTOSI,WASHINGTON,MISSOURI,MO,63664,(573) 438-5451,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
261309,WRIGHT MEMORIAL HOSPITAL,191 IOWA BOULEVARD,TRENTON,GRUNDY,MISSOURI,MO,64683,(660) 359-5621,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,5
261310,SCOTLAND COUNTY  HOSPITAL,450 E SIGLER AVENUE,MEMPHIS,SCOTLAND,MISSOURI,MO,63555,(660) 465-8511,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
261311,PERRY COUNTY MEMORIAL HOSPITAL,434 NORTH WEST STREET,PERRYVILLE,PERRY,MISSOURI,MO,63775,(573) 547-2530,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,1
261312,HARRISON COUNTY COMMUNITY HOSPITAL,2600 MILLER STREET,BETHANY,HARRISON,MISSOURI,MO,64424,(660) 425-2211,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,N,3
261313,MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,1205 NORTH MISSOURI ST,MACON,MACON,MISSOURI,MO,63552,(660) 385-8700,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
261314,HERMANN AREA DISTRICT HOSPITAL,509 W 18TH ST,HERMANN,GASCONADE,MISSOURI,MO,65041,(573) 486-2191,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,4
261315,PARKLAND HEALTH CENTER - BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,REYNOLDS,MISSOURI,MO,63638,(573) 756-6451,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,N,3
261316,MERCY HOSPITAL - AURORA,500 PORTER AVENUE,AURORA,LAWRENCE,MISSOURI,MO,65605,(417) 678-2122,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,3
261317,MERCY HOSPITAL - CASSVILLE,94 MAIN STREET,CASSVILLE,BARRY,MISSOURI,MO,65625,(417) 847-6000,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - CHURCH,Y,Y,3
261318,SALEM MEMORIAL DISTRICT HOSPITAL,"PO BOX 774,",SALEM,DENT,MISSOURI,MO,65560,(573) 729-6626,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,Y,3
261319,MERCY HOSPITAL LINCOLN,1000 EAST CHERRY STREET,TROY,LINCOLN,MISSOURI,MO,63379,(636) 528-8551,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
261320,LAFAYETTE REGIONAL HEALTH CENTER,1500 STATE STREET,LEXINGTON,LAFAYETTE,MISSOURI,MO,64067,(660) 259-2203,CRITICAL ACCESS HOSPITALS,PROPRIETARY,Y,N,4
261321,HEDRICK MEDICAL CENTER,2799 NORTH WASHINGTON STREET,CHILLICOTHE,LIVINGSTON,MISSOURI,MO,64601,(660) 646-1480,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,CLAY,MISSOURI,MO,64024,(816) 630-6081,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
261323,CEDAR COUNTY MEMORIAL HOSPITAL,1401 SOUTH PARK STREET,EL DORADO SPRINGS,CEDAR,MISSOURI,MO,64744,(417) 876-2511,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
261324,CASS REGIONAL MEDICAL CENTER,2800 E ROCK HAVEN ROAD,HARRISONVILLE,CASS,MISSOURI,MO,64701,(816) 380-5888,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,N,3
261325,COX BARTON COUNTY HOSPITAL,29 NW 1ST LANE,LAMAR,BARTON,MISSOURI,MO,64759,(417) 682-6081,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,3
261327,RAY COUNTY MEMORIAL HOSPITAL,904 WOLLARD BOULEVARD,RICHMOND,RAY,MISSOURI,MO,64085,(816) 470-5432,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
261328,MOSAIC MEDICAL CENTER ALBANY,705 N COLLEGE STREET,ALBANY,GENTRY,MISSOURI,MO,64402,(660) 726-3941,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
261329,COX MONETT HOSPITAL,801 NORTH LINCOLN AVENUE,MONETT,BARRY,MISSOURI,MO,65708,(417) 354-1400,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
261330,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,"800 STE GENEVIEVE DRIVE, PO BOX 468",STE. GENEVIEVE,SAINTE GENEVIEVE,MISSOURI,MO,63670,(573) 883-2751,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,Y,4
261331,FREEMAN NEOSHO HOSPITAL,113 WEST HICKORY STREET,NEOSHO,NEWTON,MISSOURI,MO,64852,(417) 451-1234,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,2
261332,CARROLL COUNTY MEMORIAL HOSPITAL,1502 NORTH JEFFERSON,CARROLLTON,CARROLL,MISSOURI,MO,64633,(660) 542-1695,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
261333,PIKE COUNTY MEMORIAL HOSPITAL,2305 WEST GEORGIA STREET,LOUISIANA,PIKE,MISSOURI,MO,63353,(573) 754-5531,CRITICAL ACCESS HOSPITALS,GOVERNMENT - LOCAL,Y,N,4
261334,I-70 COMMUNITY HOSPITAL,"105 HOSPITAL DRIVE, BUILDING B",SWEET SPRINGS,SALINE,MISSOURI,MO,65351,(660) 335-4936,CRITICAL ACCESS HOSPITALS,PROPRIETARY,Y,N,3
261335,MERCY ST FRANCIS HOSPITAL,"100 WEST HIGHWAY 60, PO BOX 82",MOUNTAIN VIEW,HOWELL,MISSOURI,MO,65548,(417) 934-7000,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,3
261336,IRON COUNTY MEDICAL CENTER,301 NORTH HIGHWAY 21,PILOT KNOB,IRON,MISSOURI,MO,63663,(573) 546-1260,CRITICAL ACCESS HOSPITALS,GOVERNMENT - HOSPITAL DISTRICT OR AUTHORITY,Y,N,3
261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,751 SAPPINGTON BRIDGE RD,SULLIVAN,FRANKLIN,MISSOURI,MO,63080,(573) 468-4186,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
261338,MERCY HOSPITAL CARTHAGE,3125 DR RUSSELL SMITH WAY,CARTHAGE,JASPER,MISSOURI,MO,64836,(417) 358-8121,CRITICAL ACCESS HOSPITALS,VOLUNTARY NON-PROFIT - PRIVATE,Y,Y,4
263301,ST LOUIS CHILDRENS HOSPITAL,ONE CHILDRENS PLACE,SAINT LOUIS,SAINT LOUIS CITY,MISSOURI,MO,63110,(314) 454-6000,CHILDRENS,VOLUNTARY NON-PROFIT - OTHER,Y,N,3
263302,THE CHILDREN'S MERCY HOSPITAL,2401 GILLHAM ROAD,KANSAS CITY,JACKSON,MISSOURI,MO,64108,(816) 234-3000,CHILDRENS,VOLUNTARY NON-PROFIT - PRIVATE,Y,N,3
263303,RANKEN JORDAN PEDIATRIC BRIDGE HOSPITAL,11365 DORSETT ROAD,MARYLAND HEIGHTS,SAINT LOUIS,MISSOURI,MO,63043,(314) 872-6400,CHILDRENS,VOLUNTARY NON-PROFIT - PRIVATE,N,N,3
263304,SHRINER HOSPITAL FOR CHILDREN,4400 CLAYTON AVE,ST. LOUIS,SAINT LOUIS CITY,MISSOURI,MO,63110,(314) 432-3600,CHILDRENS,VOLUNTARY NON-PROFIT - PRIVATE,N,N,3
264004,CENTER FOR BEHAVIORAL MEDICINE,600 EAST 5TH STREET,FULTON,CALLAWAY,MISSOURI,MO,65251,(573) 592-4100,PSYCHIATRIC,GOVERNMENT - STATE,N,N,3
264005,SOUTHEAST MISSOURI MENTAL HLTH CTR,1010 WEST COLUMBIA STREET,FARMINGTON,SAINT FRANCOIS,MISSOURI,MO,63640,(573) 218-6792,PSYCHIATRIC,GOVERNMENT - STATE,N,N,3
